step,train_loss,tok_s,mem_mb,gpu_alloc_mb,gpu_reserved_mb,cpu_rss_mb,psutil_rss_mb,psutil_vms_mb,psutil_shared_mb,psutil_text_mb,psutil_data_mb,psutil_uss_mb,psutil_pss_mb,psutil_swap_mb,val_loss,val_ppl,attn_elems,attn_ratio,attn_lq,attn_lk_per_layer,head_entropy,group_change_rate,avg_window,group_overlap,head_reassign_rate,group_lifespan_ema,head_groups,shadow_win_idx,shadow_logit_mean,group_heads,group_ratios,lk_mean,lk_p90,w_mean,w_min,w_max,control_time_ms,attn_time_ms,mask_time_ms,overhead_time_ms,step_time_ms,eval_time_s
3450,7.089921,4075.68,2015.08,,,2015.08,164.41,408070.20,,,,122.64,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5343,0.6008,0.3692,0.5018,0.5835,0.5321,0.5109,0.5388,0.4703,0.6576,0.6438,0.5922,0.3699,0.5635,0.6709,0.5214,0.7061,0.7120,0.6963,0.7065,0.7168,0.7097,0.6691,0.7164,0.8233,0.8182,0.8235,0.8225,0.8243,0.8235,0.8246,0.8210,0.8239,0.8236,0.8239,0.8239,0.8244,0.8236,0.8240,0.8236,0.6311,0.6304,0.6310,0.6305,0.6311,0.6307,0.6303,0.6309,0.7937,0.7931,0.7930,0.7924,0.7928,0.7931,0.7934,0.7930,0.8240,0.8240,0.8235,0.8242,0.8239,0.8240,0.8239,0.8242",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.28,,12.21,743.86,
3500,6.696738,4090.06,2015.08,,,2015.08,155.22,408075.20,,,,113.88,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5306,0.5887,0.3907,0.4893,0.5835,0.5202,0.5037,0.5268,0.4507,0.6479,0.6308,0.5909,0.3581,0.5651,0.6644,0.5335,0.7051,0.6823,0.6426,0.6987,0.7127,0.7106,0.6301,0.7150,0.8236,0.7767,0.7813,0.8214,0.8237,0.8226,0.8237,0.8016,0.8241,0.8241,0.8239,0.8235,0.8237,0.8233,0.8239,0.8233,0.6309,0.6309,0.6308,0.6308,0.6309,0.6308,0.6305,0.6306,0.7927,0.7925,0.7930,0.7926,0.7928,0.7924,0.7932,0.7934,0.8240,0.8239,0.8241,0.8244,0.8239,0.8241,0.8240,0.8236",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.95,,12.99,770.65,
3500,,,,6.793309,891.8602
3550,7.078044,2641.12,2015.08,,,2015.08,167.78,408082.20,,,,124.66,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5479,0.6016,0.3875,0.5001,0.5879,0.5296,0.5074,0.5429,0.4898,0.6652,0.6436,0.5816,0.4434,0.5904,0.6805,0.5095,0.7114,0.7008,0.6906,0.7025,0.7147,0.7122,0.6604,0.7017,0.8238,0.8142,0.8196,0.8227,0.8242,0.8229,0.8236,0.8191,0.8244,0.8237,0.8239,0.8230,0.8238,0.8237,0.8243,0.8235,0.6307,0.6306,0.6301,0.6302,0.6304,0.6306,0.6311,0.6306,0.7933,0.7936,0.7937,0.7932,0.7929,0.7931,0.7931,0.7937,0.8241,0.8242,0.8239,0.8239,0.8241,0.8240,0.8242,0.8236",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.72,,11.85,786.84,
3600,6.780035,3794.73,2015.08,,,2015.08,155.91,408088.30,,,,113.61,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5371,0.5979,0.3943,0.4927,0.5785,0.5227,0.5105,0.5361,0.4986,0.6519,0.6215,0.5768,0.3781,0.5517,0.6652,0.5305,0.6851,0.6998,0.6222,0.6888,0.7146,0.7019,0.6811,0.7176,0.8233,0.8113,0.8187,0.8203,0.8236,0.8223,0.8240,0.8119,0.8238,0.8235,0.8233,0.8233,0.8239,0.8240,0.8240,0.8238,0.6308,0.6306,0.6302,0.6303,0.6315,0.6305,0.6304,0.6309,0.7930,0.7933,0.7927,0.7928,0.7932,0.7930,0.7934,0.7932,0.8240,0.8251,0.8246,0.8240,0.8243,0.8237,0.8239,0.8248",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.28,,12.61,752.00,
3650,7.089184,4085.09,2015.08,,,2015.08,161.84,408092.30,,,,119.34,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5455,0.5972,0.3853,0.4942,0.5866,0.5270,0.5175,0.5340,0.4569,0.6555,0.6278,0.6037,0.3931,0.5556,0.6750,0.5159,0.6919,0.6956,0.6753,0.7006,0.7172,0.6950,0.6109,0.7146,0.8240,0.8195,0.8211,0.8213,0.8244,0.8228,0.8233,0.8190,0.8239,0.8237,0.8237,0.8242,0.8240,0.8236,0.8245,0.8237,0.6312,0.6303,0.6306,0.6306,0.6307,0.6303,0.6307,0.6310,0.7928,0.7930,0.7934,0.7927,0.7932,0.7927,0.7933,0.7934,0.8240,0.8240,0.8244,0.8242,0.8240,0.8244,0.8239,0.8238",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.31,,11.97,734.70,
3700,6.761656,4094.85,2015.08,,,2015.08,162.08,408096.30,,,,119.70,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5442,0.5948,0.3859,0.4836,0.5843,0.5238,0.5021,0.5341,0.4493,0.6533,0.6170,0.5956,0.3866,0.5634,0.6700,0.5487,0.7021,0.6936,0.6402,0.7008,0.7143,0.7063,0.6089,0.6738,0.8237,0.8175,0.8195,0.8211,0.8236,0.8233,0.8238,0.8175,0.8238,0.8233,0.8239,0.8236,0.8234,0.8237,0.8240,0.8236,0.6306,0.6308,0.6297,0.6305,0.6307,0.6308,0.6306,0.6303,0.7931,0.7928,0.7931,0.7928,0.7928,0.7931,0.7932,0.7930,0.8239,0.8240,0.8240,0.8235,0.8243,0.8246,0.8245,0.8241",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.91,,10.90,739.14,
3750,6.914154,4086.52,2015.08,,,2015.08,166.97,408101.30,,,,123.80,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5546,0.5981,0.3835,0.4976,0.5913,0.5236,0.5086,0.5319,0.4967,0.6493,0.6410,0.5870,0.4527,0.5745,0.6826,0.5484,0.7117,0.6899,0.6986,0.7098,0.7146,0.7131,0.6322,0.6806,0.8234,0.8193,0.8215,0.8213,0.8238,0.8236,0.8241,0.8197,0.8242,0.8235,0.8246,0.8231,0.8239,0.8243,0.8240,0.8238,0.6306,0.6305,0.6309,0.6301,0.6304,0.6312,0.6307,0.6315,0.7928,0.7930,0.7932,0.7930,0.7928,0.7932,0.7933,0.7931,0.8240,0.8245,0.8241,0.8242,0.8243,0.8240,0.8243,0.8239",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,24.57,,12.44,734.98,
3800,6.757669,4075.88,2015.08,,,2015.08,155.45,408105.30,,,,113.62,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5328,0.5944,0.3773,0.5093,0.5864,0.5263,0.4978,0.5323,0.4906,0.6559,0.6353,0.5939,0.3588,0.5648,0.6758,0.5615,0.6952,0.6845,0.6814,0.7126,0.7151,0.7116,0.6358,0.7022,0.8234,0.8197,0.8212,0.8219,0.8235,0.8237,0.8237,0.8200,0.8238,0.8232,0.8244,0.8239,0.8238,0.8241,0.8247,0.8237,0.6303,0.6313,0.6299,0.6295,0.6306,0.6313,0.6305,0.6310,0.7924,0.7928,0.7925,0.7929,0.7932,0.7927,0.7930,0.7931,0.8236,0.8236,0.8233,0.8247,0.8241,0.8240,0.8249,0.8244",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.30,,12.05,739.62,
3850,6.871939,4086.23,2015.08,,,2015.08,155.09,408110.30,,,,113.84,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5462,0.5940,0.3793,0.5008,0.5811,0.5124,0.5084,0.5278,0.4522,0.6277,0.6192,0.5826,0.3718,0.5725,0.6727,0.5140,0.7025,0.7063,0.6830,0.7123,0.7139,0.7137,0.6720,0.7134,0.8240,0.8188,0.8215,0.8223,0.8245,0.8235,0.8239,0.8204,0.8239,0.8232,0.8236,0.8237,0.8239,0.8241,0.8241,0.8234,0.6305,0.6306,0.6304,0.6300,0.6303,0.6309,0.6308,0.6314,0.7922,0.7930,0.7926,0.7928,0.7935,0.7928,0.7926,0.7931,0.8233,0.8242,0.8238,0.8237,0.8241,0.8240,0.8235,0.8244",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.69,,11.89,737.22,
3900,6.790925,4096.27,2015.08,,,2015.08,160.72,408114.31,,,,119.08,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5445,0.5909,0.3879,0.4901,0.5866,0.5148,0.5060,0.5281,0.4717,0.6480,0.6339,0.5662,0.4055,0.5657,0.6696,0.5178,0.6932,0.7030,0.6213,0.7121,0.7129,0.7109,0.6120,0.7109,0.8239,0.8165,0.8039,0.8218,0.8241,0.8229,0.8236,0.8192,0.8246,0.8234,0.8248,0.8230,0.8236,0.8238,0.8238,0.8236,0.6311,0.6312,0.6309,0.6303,0.6303,0.6306,0.6303,0.6307,0.7930,0.7931,0.7929,0.7927,0.7931,0.7926,0.7929,0.7931,0.8241,0.8238,0.8238,0.8240,0.8242,0.8240,0.8242,0.8237",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,26.17,,11.42,725.37,
3950,6.841605,4071.56,2015.08,,,2015.08,154.67,408117.31,,,,112.94,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5457,0.5974,0.3849,0.4982,0.5790,0.5153,0.4991,0.5253,0.4397,0.6509,0.6399,0.5636,0.3832,0.5857,0.6704,0.5242,0.7043,0.7077,0.6918,0.7139,0.7120,0.7092,0.6762,0.7167,0.8231,0.8177,0.8195,0.8223,0.8240,0.8225,0.8233,0.8212,0.8235,0.8230,0.8239,0.8243,0.8234,0.8234,0.8243,0.8236,0.6307,0.6299,0.6305,0.6308,0.6305,0.6308,0.6301,0.6302,0.7925,0.7934,0.7934,0.7931,0.7930,0.7929,0.7935,0.7926,0.8234,0.8241,0.8245,0.8247,0.8243,0.8241,0.8242,0.8243",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.53,,11.36,749.67,
4000,6.768412,4055.57,2015.08,,,2015.08,146.66,408121.31,,,,105.50,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5459,0.5938,0.3814,0.4948,0.5876,0.5130,0.5052,0.5281,0.4119,0.6458,0.6371,0.5586,0.4070,0.5486,0.6684,0.5429,0.7032,0.6989,0.6758,0.7146,0.7030,0.7075,0.6361,0.7038,0.8233,0.8167,0.8103,0.8214,0.8237,0.8230,0.8240,0.8154,0.8237,0.8239,0.8239,0.8237,0.8239,0.8239,0.8235,0.8240,0.6304,0.6298,0.6306,0.6308,0.6311,0.6306,0.6316,0.6303,0.7931,0.7926,0.7929,0.7935,0.7929,0.7928,0.7931,0.7932,0.8238,0.8237,0.8244,0.8241,0.8240,0.8238,0.8235,0.8240",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.22,,11.79,765.03,
4000,,,,6.744710,849.5528
4050,6.929700,2626.70,2015.08,,,2015.08,155.73,408128.77,,,,113.98,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5460,0.5930,0.3952,0.5009,0.5819,0.5262,0.4964,0.5414,0.4352,0.6590,0.6413,0.5857,0.3699,0.5719,0.6708,0.5417,0.7079,0.7022,0.6959,0.7129,0.7061,0.7001,0.6679,0.7102,0.8237,0.8166,0.8198,0.8212,0.8239,0.8226,0.8239,0.8174,0.8239,0.8241,0.8242,0.8237,0.8234,0.8240,0.8239,0.8235,0.6310,0.6305,0.6312,0.6307,0.6303,0.6309,0.6298,0.6304,0.7935,0.7932,0.7931,0.7928,0.7927,0.7930,0.7927,0.7932,0.8239,0.8237,0.8236,0.8234,0.8247,0.8243,0.8242,0.8239",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.31,,11.22,739.30,
4100,6.990118,4084.71,2015.08,,,2015.08,155.61,408134.77,,,,113.97,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5534,0.5939,0.3899,0.5038,0.5868,0.5222,0.5248,0.5368,0.4666,0.6442,0.6243,0.5856,0.4543,0.5890,0.6523,0.5428,0.6964,0.7040,0.6933,0.7125,0.7086,0.6993,0.6343,0.6805,0.8228,0.8187,0.8175,0.8221,0.8239,0.8228,0.8233,0.8209,0.8243,0.8232,0.8234,0.8239,0.8241,0.8241,0.8245,0.8234,0.6307,0.6304,0.6306,0.6305,0.6305,0.6311,0.6304,0.6304,0.7928,0.7930,0.7930,0.7928,0.7935,0.7932,0.7923,0.7930,0.8236,0.8239,0.8237,0.8238,0.8239,0.8241,0.8234,0.8244",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.86,,11.31,746.26,
4150,6.777180,3746.68,2015.08,,,2015.08,140.22,408138.77,,,,97.89,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5495,0.6015,0.3901,0.4992,0.5821,0.5142,0.5112,0.5365,0.4518,0.6373,0.6260,0.5434,0.4090,0.5275,0.6498,0.5387,0.6639,0.7046,0.6694,0.7108,0.7083,0.7041,0.6781,0.7018,0.8234,0.8039,0.8099,0.8191,0.8244,0.8222,0.8242,0.7853,0.8246,0.8236,0.8249,0.8236,0.8238,0.8238,0.8243,0.8236,0.6304,0.6307,0.6302,0.6306,0.6309,0.6315,0.6309,0.6305,0.7929,0.7927,0.7931,0.7930,0.7928,0.7931,0.7931,0.7923,0.8239,0.8237,0.8236,0.8242,0.8231,0.8245,0.8242,0.8234",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.16,,11.75,718.89,
4200,6.748105,4085.89,2015.08,,,2015.08,164.03,408142.77,,,,121.86,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5478,0.5900,0.3834,0.4874,0.5817,0.5140,0.5141,0.5320,0.4502,0.6230,0.6117,0.5375,0.4072,0.5619,0.6488,0.5536,0.7000,0.7028,0.6642,0.7051,0.6946,0.7076,0.6263,0.6952,0.8229,0.8079,0.8072,0.8067,0.8239,0.8219,0.8230,0.8166,0.8238,0.8234,0.8244,0.8235,0.8236,0.8236,0.8243,0.8237,0.6310,0.6304,0.6301,0.6312,0.6301,0.6306,0.6314,0.6303,0.7934,0.7932,0.7929,0.7935,0.7928,0.7923,0.7935,0.7934,0.8243,0.8240,0.8238,0.8243,0.8240,0.8239,0.8242,0.8241",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,26.75,,11.18,743.76,
4250,6.717377,4079.66,2015.08,,,2015.08,157.36,408146.77,,,,115.30,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5484,0.5886,0.3890,0.4944,0.5786,0.5088,0.5109,0.5356,0.4528,0.6480,0.6315,0.5778,0.4731,0.5611,0.6721,0.5551,0.7145,0.7139,0.7043,0.7080,0.7116,0.7122,0.6833,0.7147,0.8230,0.8208,0.8187,0.8161,0.8238,0.8233,0.8237,0.8231,0.8243,0.8233,0.8242,0.8232,0.8239,0.8233,0.8243,0.8238,0.6304,0.6311,0.6307,0.6301,0.6306,0.6312,0.6307,0.6300,0.7924,0.7930,0.7935,0.7932,0.7931,0.7929,0.7927,0.7929,0.8239,0.8241,0.8239,0.8240,0.8241,0.8241,0.8231,0.8238",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.46,,12.51,764.43,
4300,6.639512,4086.93,2015.08,,,2015.08,154.66,408159.77,,,,113.09,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5561,0.5895,0.3909,0.4977,0.5800,0.5251,0.4929,0.5339,0.4689,0.6449,0.6373,0.5713,0.3762,0.5840,0.6670,0.5325,0.7019,0.7095,0.6736,0.7019,0.7131,0.7090,0.6632,0.7081,0.8234,0.8091,0.8153,0.8111,0.8244,0.8231,0.8236,0.8223,0.8243,0.8234,0.8247,0.8236,0.8241,0.8238,0.8240,0.8238,0.6306,0.6309,0.6312,0.6297,0.6308,0.6302,0.6304,0.6299,0.7923,0.7931,0.7932,0.7931,0.7934,0.7926,0.7933,0.7926,0.8240,0.8239,0.8241,0.8244,0.8239,0.8242,0.8243,0.8242",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.96,,12.00,771.52,
